,Geo_Score,HW p-Value,LD_Score,LG,Min All. Freq,Name
60,0.0548002282211,0.360451849685,0.0268080542548,5,0.356133828996,s261_720757
61,0.00826399843576,0.490997398009,0.00490542178715,5,0.419146825397,s609_51103
62,0.000347393313802,0.0517199809713,0.00313359588932,5,0.449576693227,s822_183155
63,0.00472321732641,0.139069114245,0.00608581746903,5,0.464751630707,s368_322607
64,0.00585320760865,0.579083293657,0.00277628064941,5,0.0586703051352,s7_443011
65,0.0150630149588,6.4198125039e-06,0.0136910133651,5,0.431350114416,s89_95031
66,0.000603128929314,0.469888392984,0.135591323944,5,0.313369781312,s1380_129448
67,0.00295508734833,0.373544412299,0.0970820617226,5,0.443490166791,s149_225968
68,0.00448414410232,0.41723173754,0.502518664622,5,0.452853598015,s494_499812
69,0.00013053120068,0.0157682147739,0.0173445077345,5,0.305452292441,s804_404293
70,0.00251022703368,0.111364565763,0.293417683935,5,0.466716343766,s88_362224
71,0.00138911107298,0.578454835123,0.00469941771726,5,0.492555831266,s763_365058
72,0.00116209142418,0.0968153986398,0.00494214022244,5,0.417412935323,s442_292702
73,0.012241873898,0.447818576784,0.0102675313647,6,0.418561079191,s112_351672
74,0.00427299757015,0.530197547437,0.00477172312429,6,0.483846918489,s67_611835
75,0.00974555050825,0.341335943232,0.00583338219483,6,0.341618785911,s758_80943
76,0.00213162160608,0.53960840855,0.0057927143106,6,0.412702366127,s248_368997
77,5.7250236157e-05,0.40420919342,0.00355335876848,6,0.34935097354,s427_390429
78,0.0112165044809,0.0913960976025,0.00369835696446,6,0.485268414482,s612_303555
79,0.000489678877069,6.68496273691e-06,0.00235356546731,6,0.393757802747,s694_100451
80,0.00281182077749,0.118656059419,0.00734333277525,6,0.492284718766,s1387_197749
81,0.0271022487138,0.0197981202195,0.0174242827505,6,0.464968944099,ros_assembly_18402
82,0.0474306634779,0.084543856754,0.020913063453,6,0.3885549712,ros_assembly_102102
83,0.000806212093058,0.577192062764,0.00198867899919,6,0.19484561753,ros_assembly_473914
84,0.444216320387,8.79364048345e-199,0.189183550369,6,0.388861201096,ros_assembly_543443
85,0.44444486616,1.66079340239e-177,0.969974459498,6,0.396543148471,ros_assembly_567004
86,0.325017472795,1.33771761761e-101,0.76013798646,6,0.320458509843,ros_assembly_575837
87,0.0211120584324,1.08823883983e-05,0.0879091317507,6,0.397033158813,ros_assembly_576271
88,0.245248129497,3.57761243157e-73,0.6016956057,6,0.296450151057,ros_assembly_620992
89,0.358160187783,1.6371751461e-118,0.813382993028,6,0.379581151832,ros_assembly_653015
90,0.288610852064,7.145318063e-83,0.702183825108,6,0.303150582982,ros_assembly_670530
91,0.37531148458,7.64938119359e-126,0.727447182471,6,0.44975,ros_assembly_715001
92,0.192005057657,2.28904604106e-41,0.405020325385,6,0.246315263552,ros_assembly_737420
93,0.0116523202151,0.338662528811,0.0123088324363,6,0.443893980679,ros_assembly_744403
94,0.21770768201,7.67007320839e-43,0.396637920759,6,0.2036018009,ros_assembly_748981
95,0.0618072149616,4.53746332183e-12,0.131961697155,6,0.372468117029,ros_assembly_758578
96,0.0292876895903,0.00195163430862,0.039665300029,6,0.333333333333,ros_assembly_849332
97,0.0014638206744,0.0225869307576,0.00408075945492,6,0.22489461939,s1195_856423
98,0.000274065224733,0.417930378417,0.00424590181437,6,0.489223057644,s1088_730874
99,0.000499765472088,0.169843513316,0.00408868746767,7,0.489890164753,s50_706008
100,0.00180528272198,0.385014784384,0.003049405067,7,0.499005222581,s83_819752
101,0.0017706306855,0.00536032262572,0.00652024052383,7,0.117889221557,s1048_161750
102,3.71054075403e-05,0.0626713313771,0.0182816087441,7,0.357893420065,s432_102321
103,0.00144825347707,0.0495380079103,0.00289596182886,7,0.471943887776,s807_258952
104,0.000705251659814,0.562060621053,0.00196204469083,7,0.351962245405,s121_351821
105,0.00727764057591,0.305734567633,0.00556113602308,8,0.355079681275,s338_787544
106,0.0125561039902,0.0257220329794,0.00785137587843,8,0.125531382846,s901_155439
107,0.0221089421072,0.0966002757193,0.0152654052196,8,0.441498630819,s445_464618
108,0.000443682067399,0.665093565434,0.00295582951684,8,0.376391982183,s55_222383
109,0.00166432148063,3.09124249472e-152,0.00577081072496,8,0.472508159679,s1017_177582
110,0.0136910208132,0.0716528136283,0.0082827608962,8,0.412940294779,s24_510325
111,0.0150930915795,0.07077768274,0.00651961917001,8,0.0447779707269,s320_60828
112,0.00930123235215,0.0879059427811,0.00805089427656,8,0.482138427189,s679_138960
113,0.00953754480378,0.0685905146118,0.00881738368518,8,0.486815415822,s866_450394
114,0.00151427135065,0.0,0.0113906999541,9,0.0754783841247,scpDNA_seq_21466
115,0.00040930451484,0.0,0.00214480927182,9,0.00371931564592,scpDNA_seq_58467
116,0.0,0.774067219733,0.0307309104132,10,0.378878133532,s269_957088
